genome_id,antibiotic,measurement_sign,measurement,measurement_unit,laboratory_typing_method,testing_standard,pmid
g1307.7883,florfenicol,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7883,lincomycin,,0.25,mg/L,MIC,CLSI,[34493269]
g1307.7883,marbofloxacin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7883,penicillin,,0.031,mg/L,MIC,CLSI,[34493269]
g1307.7883,spectinomycin,,16.0,mg/L,MIC,CLSI,[34493269]
g1307.7883,tetracycline,,16.0,mg/L,MIC,CLSI,[34493269]
g1307.7883,tiamulin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7883,tilmicosin,,2.0,mg/L,MIC,CLSI,[34493269]
g1307.7883,trimethoprim,,0.125,mg/L,MIC,CLSI,[34493269]
g1307.7883,tylosin,,0.25,mg/L,MIC,CLSI,[34493269]
g1307.7884,amoxicillin,,0.015,mg/L,MIC,CLSI,[34493269]
g1307.7884,cefquinome,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7884,ceftiofur,,0.125,mg/L,MIC,CLSI,[34493269]
g1307.7884,doxycycline,,0.063,mg/L,MIC,CLSI,[34493269]
g1307.7884,enrofloxacin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7884,erythromycin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7884,florfenicol,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7884,lincomycin,,0.25,mg/L,MIC,CLSI,[34493269]
g1307.7884,marbofloxacin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7884,penicillin,,0.031,mg/L,MIC,CLSI,[34493269]
g1307.7884,spectinomycin,,16.0,mg/L,MIC,CLSI,[34493269]
g1307.7884,tetracycline,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7884,tiamulin,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7884,tilmicosin,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7884,trimethoprim,,0.125,mg/L,MIC,CLSI,[34493269]
g1307.7884,tylosin,,0.25,mg/L,MIC,CLSI,[34493269]
g1307.7885,amoxicillin,,0.015,mg/L,MIC,CLSI,[34493269]
g1307.7885,cefquinome,,0.015,mg/L,MIC,CLSI,[34493269]
g1307.7885,ceftiofur,,0.125,mg/L,MIC,CLSI,[34493269]
g1307.7885,doxycycline,,0.063,mg/L,MIC,CLSI,[34493269]
g1307.7885,enrofloxacin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7885,erythromycin,,0.015,mg/L,MIC,CLSI,[34493269]
g1307.7885,florfenicol,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7885,lincomycin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7885,marbofloxacin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7885,penicillin,,0.031,mg/L,MIC,CLSI,[34493269]
g1307.7885,spectinomycin,,16.0,mg/L,MIC,CLSI,[34493269]
g1307.7885,tetracycline,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7885,tiamulin,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7885,tilmicosin,,4.0,mg/L,MIC,CLSI,[34493269]
g1307.7885,trimethoprim,,0.125,mg/L,MIC,CLSI,[34493269]
g1307.7885,tylosin,,0.25,mg/L,MIC,CLSI,[34493269]
g1307.7886,amoxicillin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7886,cefquinome,,0.06,mg/L,MIC,CLSI,[34493269]
g1307.7886,ceftiofur,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7886,doxycycline,,16.0,mg/L,MIC,CLSI,[34493269]
g1307.7886,enrofloxacin,,0.25,mg/L,MIC,CLSI,[34493269]
g1307.7886,erythromycin,,32.0,mg/L,MIC,CLSI,[34493269]
g1307.7886,florfenicol,,2.0,mg/L,MIC,CLSI,[34493269]
g1307.7886,lincomycin,,128.0,mg/L,MIC,CLSI,[34493269]
g1307.7886,marbofloxacin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7886,penicillin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7886,spectinomycin,,8.0,mg/L,MIC,CLSI,[34493269]
g1307.7886,tetracycline,,64.0,mg/L,MIC,CLSI,[34493269]
g1307.7886,tiamulin,,16.0,mg/L,MIC,CLSI,[34493269]
g1307.7886,tilmicosin,,128.0,mg/L,MIC,CLSI,[34493269]
g1307.7886,trimethoprim,,16.0,mg/L,MIC,CLSI,[34493269]
g1307.7886,tylosin,,256.0,mg/L,MIC,CLSI,[34493269]
g1307.7887,amoxicillin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7887,cefquinome,,0.015,mg/L,MIC,CLSI,[34493269]
g1307.7887,ceftiofur,,0.12,mg/L,MIC,CLSI,[34493269]
g1307.7887,doxycycline,,0.12,mg/L,MIC,CLSI,[34493269]
g1307.7887,enrofloxacin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7887,erythromycin,,0.015,mg/L,MIC,CLSI,[34493269]
g1307.7887,florfenicol,,2.0,mg/L,MIC,CLSI,[34493269]
g1307.7887,lincomycin,,0.06,mg/L,MIC,CLSI,[34493269]
g1307.7887,marbofloxacin,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7887,penicillin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7887,spectinomycin,,16.0,mg/L,MIC,CLSI,[34493269]
g1307.7887,tetracycline,,2.0,mg/L,MIC,CLSI,[34493269]
g1307.7887,tiamulin,,0.25,mg/L,MIC,CLSI,[34493269]
g1307.7887,tilmicosin,,4.0,mg/L,MIC,CLSI,[34493269]
g1307.7887,trimethoprim,,0.015,mg/L,MIC,CLSI,[34493269]
g1307.7887,tylosin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7888,amoxicillin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7888,cefquinome,,0.06,mg/L,MIC,CLSI,[34493269]
g1307.7888,ceftiofur,,0.25,mg/L,MIC,CLSI,[34493269]
g1307.7888,doxycycline,,8.0,mg/L,MIC,CLSI,[34493269]
g1307.7888,enrofloxacin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7888,erythromycin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7888,florfenicol,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7888,lincomycin,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7888,marbofloxacin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7888,penicillin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7888,spectinomycin,,16.0,mg/L,MIC,CLSI,[34493269]
g1307.7888,tetracycline,,64.0,mg/L,MIC,CLSI,[34493269]
g1307.7888,tiamulin,,2.0,mg/L,MIC,CLSI,[34493269]
g1307.7888,tilmicosin,,4.0,mg/L,MIC,CLSI,[34493269]
g1307.7888,trimethoprim,,0.25,mg/L,MIC,CLSI,[34493269]
g1307.7888,tylosin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7889,amoxicillin,,0.015,mg/L,MIC,CLSI,[34493269]
g1307.7889,cefquinome,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7889,ceftiofur,,0.125,mg/L,MIC,CLSI,[34493269]
g1307.7889,doxycycline,,4.0,mg/L,MIC,CLSI,[34493269]
g1307.7889,enrofloxacin,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7889,erythromycin,,2.0,mg/L,MIC,CLSI,[34493269]
g1307.7889,florfenicol,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7889,lincomycin,,128.0,mg/L,MIC,CLSI,[34493269]
g1307.7889,marbofloxacin,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7889,penicillin,,0.031,mg/L,MIC,CLSI,[34493269]
g1307.7889,spectinomycin,,16.0,mg/L,MIC,CLSI,[34493269]
g1307.7889,tetracycline,,128.0,mg/L,MIC,CLSI,[34493269]
g1307.7889,tiamulin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7889,tilmicosin,,1024.0,mg/L,MIC,CLSI,[34493269]
g1307.7889,trimethoprim,,0.125,mg/L,MIC,CLSI,[34493269]
g1307.7889,tylosin,,256.0,mg/L,MIC,CLSI,[34493269]
g1307.7890,amoxicillin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7890,cefquinome,,0.015,mg/L,MIC,CLSI,[34493269]
g1307.7890,ceftiofur,,0.12,mg/L,MIC,CLSI,[34493269]
g1307.7890,doxycycline,,0.25,mg/L,MIC,CLSI,[34493269]
g1307.7890,enrofloxacin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7890,erythromycin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7890,florfenicol,,2.0,mg/L,MIC,CLSI,[34493269]
g1307.7890,lincomycin,,8.0,mg/L,MIC,CLSI,[34493269]
g1307.7890,marbofloxacin,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7890,penicillin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7890,spectinomycin,,16.0,mg/L,MIC,CLSI,[34493269]
g1307.7890,tetracycline,,2.0,mg/L,MIC,CLSI,[34493269]
g1307.7890,tiamulin,,8.0,mg/L,MIC,CLSI,[34493269]
g1307.7890,tilmicosin,,4.0,mg/L,MIC,CLSI,[34493269]
g1307.7890,trimethoprim,,8.0,mg/L,MIC,CLSI,[34493269]
g1307.7890,tylosin,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7891,amoxicillin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7891,cefquinome,,0.015,mg/L,MIC,CLSI,[34493269]
g1307.7891,ceftiofur,,0.12,mg/L,MIC,CLSI,[34493269]
g1307.7891,doxycycline,,8.0,mg/L,MIC,CLSI,[34493269]
g1307.7891,enrofloxacin,,0.25,mg/L,MIC,CLSI,[34493269]
g1307.7891,erythromycin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7891,florfenicol,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7891,lincomycin,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7891,marbofloxacin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7891,penicillin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7891,spectinomycin,,8.0,mg/L,MIC,CLSI,[34493269]
g1307.7891,tetracycline,,32.0,mg/L,MIC,CLSI,[34493269]
g1307.7891,tiamulin,,2.0,mg/L,MIC,CLSI,[34493269]
g1307.7891,tilmicosin,,2.0,mg/L,MIC,CLSI,[34493269]
g1307.7891,trimethoprim,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7891,tylosin,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7892,amoxicillin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7892,cefquinome,,0.008,mg/L,MIC,CLSI,[34493269]
g1307.7892,ceftiofur,,0.06,mg/L,MIC,CLSI,[34493269]
g1307.7892,doxycycline,,8.0,mg/L,MIC,CLSI,[34493269]
g1307.7892,enrofloxacin,,0.25,mg/L,MIC,CLSI,[34493269]
g1307.7892,erythromycin,,0.015,mg/L,MIC,CLSI,[34493269]
g1307.7892,florfenicol,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7892,lincomycin,,2.0,mg/L,MIC,CLSI,[34493269]
g1307.7892,marbofloxacin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7892,penicillin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7892,spectinomycin,,16.0,mg/L,MIC,CLSI,[34493269]
g1307.7892,tetracycline,,32.0,mg/L,MIC,CLSI,[34493269]
g1307.7892,tiamulin,,2.0,mg/L,MIC,CLSI,[34493269]
g1307.7892,tilmicosin,,8.0,mg/L,MIC,CLSI,[34493269]
g1307.7892,trimethoprim,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7892,tylosin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7893,amoxicillin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7893,cefquinome,,0.008,mg/L,MIC,CLSI,[34493269]
g1307.7893,ceftiofur,,0.25,mg/L,MIC,CLSI,[34493269]
g1307.7893,doxycycline,,8.0,mg/L,MIC,CLSI,[34493269]
g1307.7893,enrofloxacin,,0.25,mg/L,MIC,CLSI,[34493269]
g1307.7893,erythromycin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7893,florfenicol,,2.0,mg/L,MIC,CLSI,[34493269]
g1307.7893,lincomycin,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7893,marbofloxacin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7893,penicillin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7893,spectinomycin,,32.0,mg/L,MIC,CLSI,[34493269]
g1307.7893,tetracycline,,16.0,mg/L,MIC,CLSI,[34493269]
g1307.7893,tiamulin,,2.0,mg/L,MIC,CLSI,[34493269]
g1307.7893,tilmicosin,,2.0,mg/L,MIC,CLSI,[34493269]
g1307.7893,trimethoprim,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7893,tylosin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7894,amoxicillin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7894,cefquinome,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7894,ceftiofur,,0.12,mg/L,MIC,CLSI,[34493269]
g1307.7894,doxycycline,,16.0,mg/L,MIC,CLSI,[34493269]
g1307.7894,enrofloxacin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7894,erythromycin,,32.0,mg/L,MIC,CLSI,[34493269]
g1307.7894,florfenicol,,2.0,mg/L,MIC,CLSI,[34493269]
g1307.7894,lincomycin,,128.0,mg/L,MIC,CLSI,[34493269]
g1307.7894,marbofloxacin,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7894,penicillin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7894,spectinomycin,,16.0,mg/L,MIC,CLSI,[34493269]
g1307.7894,tetracycline,,64.0,mg/L,MIC,CLSI,[34493269]
g1307.7894,tiamulin,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7894,tilmicosin,,128.0,mg/L,MIC,CLSI,[34493269]
g1307.7894,trimethoprim,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7894,tylosin,,256.0,mg/L,MIC,CLSI,[34493269]
g1307.7895,amoxicillin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7895,cefquinome,,0.015,mg/L,MIC,CLSI,[34493269]
g1307.7895,ceftiofur,,0.25,mg/L,MIC,CLSI,[34493269]
g1307.7895,doxycycline,,0.12,mg/L,MIC,CLSI,[34493269]
g1307.7895,enrofloxacin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7895,erythromycin,,0.06,mg/L,MIC,CLSI,[34493269]
g1307.7895,florfenicol,,2.0,mg/L,MIC,CLSI,[34493269]
g1307.7895,lincomycin,,0.12,mg/L,MIC,CLSI,[34493269]
g1307.7895,marbofloxacin,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7895,penicillin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7895,spectinomycin,,16.0,mg/L,MIC,CLSI,[34493269]
g1307.7895,tetracycline,,2.0,mg/L,MIC,CLSI,[34493269]
g1307.7895,tiamulin,,0.25,mg/L,MIC,CLSI,[34493269]
g1307.7895,tilmicosin,,4.0,mg/L,MIC,CLSI,[34493269]
g1307.7895,trimethoprim,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7895,tylosin,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7896,amoxicillin,,0.06,mg/L,MIC,CLSI,[34493269]
g1307.7896,cefquinome,,0.06,mg/L,MIC,CLSI,[34493269]
g1307.7896,ceftiofur,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7896,doxycycline,,16.0,mg/L,MIC,CLSI,[34493269]
g1307.7896,enrofloxacin,,0.12,mg/L,MIC,CLSI,[34493269]
g1307.7896,erythromycin,,2.0,mg/L,MIC,CLSI,[34493269]
g1307.7896,florfenicol,,2.0,mg/L,MIC,CLSI,[34493269]
g1307.7896,lincomycin,,128.0,mg/L,MIC,CLSI,[34493269]
g1307.7896,marbofloxacin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7896,penicillin,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7896,spectinomycin,,8.0,mg/L,MIC,CLSI,[34493269]
g1307.7896,tetracycline,,128.0,mg/L,MIC,CLSI,[34493269]
g1307.7896,tiamulin,,8.0,mg/L,MIC,CLSI,[34493269]
g1307.7896,tilmicosin,,128.0,mg/L,MIC,CLSI,[34493269]
g1307.7896,trimethoprim,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7896,tylosin,,256.0,mg/L,MIC,CLSI,[34493269]
g1307.7897,amoxicillin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7897,cefquinome,,0.015,mg/L,MIC,CLSI,[34493269]
g1307.7897,ceftiofur,,0.12,mg/L,MIC,CLSI,[34493269]
g1307.7897,doxycycline,,8.0,mg/L,MIC,CLSI,[34493269]
g1307.7897,enrofloxacin,,0.25,mg/L,MIC,CLSI,[34493269]
g1307.7897,erythromycin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7897,florfenicol,,2.0,mg/L,MIC,CLSI,[34493269]
g1307.7897,lincomycin,,0.12,mg/L,MIC,CLSI,[34493269]
g1307.7897,marbofloxacin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7897,penicillin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7897,spectinomycin,,16.0,mg/L,MIC,CLSI,[34493269]
g1307.7897,tetracycline,,32.0,mg/L,MIC,CLSI,[34493269]
g1307.7897,tiamulin,,0.25,mg/L,MIC,CLSI,[34493269]
g1307.7897,tilmicosin,,4.0,mg/L,MIC,CLSI,[34493269]
g1307.7897,trimethoprim,,0.015,mg/L,MIC,CLSI,[34493269]
g1307.7897,tylosin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7898,amoxicillin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7898,cefquinome,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7898,ceftiofur,,0.25,mg/L,MIC,CLSI,[34493269]
g1307.7898,doxycycline,,16.0,mg/L,MIC,CLSI,[34493269]
g1307.7898,enrofloxacin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7898,erythromycin,,8.0,mg/L,MIC,CLSI,[34493269]
g1307.7898,florfenicol,,2.0,mg/L,MIC,CLSI,[34493269]
g1307.7898,lincomycin,,128.0,mg/L,MIC,CLSI,[34493269]
g1307.7898,marbofloxacin,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7898,penicillin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7898,spectinomycin,,512.0,mg/L,MIC,CLSI,[34493269]
g1307.7898,tetracycline,,64.0,mg/L,MIC,CLSI,[34493269]
g1307.7898,tiamulin,,64.0,mg/L,MIC,CLSI,[34493269]
g1307.7898,tilmicosin,,128.0,mg/L,MIC,CLSI,[34493269]
g1307.7898,trimethoprim,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7898,tylosin,,256.0,mg/L,MIC,CLSI,[34493269]
g1307.7899,amoxicillin,,0.12,mg/L,MIC,CLSI,[34493269]
g1307.7899,cefquinome,,0.06,mg/L,MIC,CLSI,[34493269]
g1307.7899,ceftiofur,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7899,doxycycline,,16.0,mg/L,MIC,CLSI,[34493269]
g1307.7899,enrofloxacin,,0.25,mg/L,MIC,CLSI,[34493269]
g1307.7899,erythromycin,,32.0,mg/L,MIC,CLSI,[34493269]
g1307.7899,florfenicol,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7899,lincomycin,,128.0,mg/L,MIC,CLSI,[34493269]
g1307.7899,marbofloxacin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7899,penicillin,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7899,spectinomycin,,16.0,mg/L,MIC,CLSI,[34493269]
g1307.7899,tetracycline,,64.0,mg/L,MIC,CLSI,[34493269]
g1307.7899,tiamulin,,8.0,mg/L,MIC,CLSI,[34493269]
g1307.7899,tilmicosin,,128.0,mg/L,MIC,CLSI,[34493269]
g1307.7899,trimethoprim,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7899,tylosin,,256.0,mg/L,MIC,CLSI,[34493269]
g1307.7900,amoxicillin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7900,cefquinome,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7900,ceftiofur,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7900,doxycycline,,16.0,mg/L,MIC,CLSI,[34493269]
g1307.7900,enrofloxacin,,0.25,mg/L,MIC,CLSI,[34493269]
g1307.7900,erythromycin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7900,florfenicol,,2.0,mg/L,MIC,CLSI,[34493269]
g1307.7900,lincomycin,,8.0,mg/L,MIC,CLSI,[34493269]
g1307.7900,marbofloxacin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7900,penicillin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7900,spectinomycin,,16.0,mg/L,MIC,CLSI,[34493269]
g1307.7900,tetracycline,,64.0,mg/L,MIC,CLSI,[34493269]
g1307.7900,tiamulin,,8.0,mg/L,MIC,CLSI,[34493269]
g1307.7900,tilmicosin,,4.0,mg/L,MIC,CLSI,[34493269]
g1307.7900,trimethoprim,,2.0,mg/L,MIC,CLSI,[34493269]
g1307.7900,tylosin,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7901,amoxicillin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7901,cefquinome,,0.015,mg/L,MIC,CLSI,[34493269]
g1307.7901,ceftiofur,,0.12,mg/L,MIC,CLSI,[34493269]
g1307.7901,doxycycline,,4.0,mg/L,MIC,CLSI,[34493269]
g1307.7901,enrofloxacin,,0.25,mg/L,MIC,CLSI,[34493269]
g1307.7901,erythromycin,,0.06,mg/L,MIC,CLSI,[34493269]
g1307.7901,florfenicol,,2.0,mg/L,MIC,CLSI,[34493269]
g1307.7901,lincomycin,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7901,marbofloxacin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7901,penicillin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7901,spectinomycin,,32.0,mg/L,MIC,CLSI,[34493269]
g1307.7901,tetracycline,,16.0,mg/L,MIC,CLSI,[34493269]
g1307.7901,tiamulin,,2.0,mg/L,MIC,CLSI,[34493269]
g1307.7901,tilmicosin,,4.0,mg/L,MIC,CLSI,[34493269]
g1307.7901,trimethoprim,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7901,tylosin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7902,amoxicillin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7902,cefquinome,,0.015,mg/L,MIC,CLSI,[34493269]
g1307.7902,ceftiofur,,0.12,mg/L,MIC,CLSI,[34493269]
g1307.7902,doxycycline,,4.0,mg/L,MIC,CLSI,[34493269]
g1307.7902,enrofloxacin,,0.25,mg/L,MIC,CLSI,[34493269]
g1307.7902,erythromycin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7902,florfenicol,,2.0,mg/L,MIC,CLSI,[34493269]
g1307.7902,lincomycin,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7902,marbofloxacin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7902,penicillin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7902,spectinomycin,,32.0,mg/L,MIC,CLSI,[34493269]
g1307.7902,tetracycline,,16.0,mg/L,MIC,CLSI,[34493269]
g1307.7902,tiamulin,,2.0,mg/L,MIC,CLSI,[34493269]
g1307.7902,tilmicosin,,4.0,mg/L,MIC,CLSI,[34493269]
g1307.7902,trimethoprim,,0.25,mg/L,MIC,CLSI,[34493269]
g1307.7902,tylosin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7903,amoxicillin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7903,cefquinome,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7903,ceftiofur,,0.12,mg/L,MIC,CLSI,[34493269]
g1307.7903,doxycycline,,8.0,mg/L,MIC,CLSI,[34493269]
g1307.7903,enrofloxacin,,0.25,mg/L,MIC,CLSI,[34493269]
g1307.7903,erythromycin,,0.015,mg/L,MIC,CLSI,[34493269]
g1307.7903,florfenicol,,2.0,mg/L,MIC,CLSI,[34493269]
g1307.7903,lincomycin,,4.0,mg/L,MIC,CLSI,[34493269]
g1307.7903,marbofloxacin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7903,penicillin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7903,spectinomycin,,16.0,mg/L,MIC,CLSI,[34493269]
g1307.7903,tetracycline,,32.0,mg/L,MIC,CLSI,[34493269]
g1307.7903,tiamulin,,16.0,mg/L,MIC,CLSI,[34493269]
g1307.7903,tilmicosin,,4.0,mg/L,MIC,CLSI,[34493269]
g1307.7903,trimethoprim,,0.06,mg/L,MIC,CLSI,[34493269]
g1307.7903,tylosin,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7904,amoxicillin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7904,cefquinome,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7904,ceftiofur,,0.25,mg/L,MIC,CLSI,[34493269]
g1307.7904,doxycycline,,0.12,mg/L,MIC,CLSI,[34493269]
g1307.7904,enrofloxacin,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7904,erythromycin,,32.0,mg/L,MIC,CLSI,[34493269]
g1307.7904,florfenicol,,2.0,mg/L,MIC,CLSI,[34493269]
g1307.7904,lincomycin,,128.0,mg/L,MIC,CLSI,[34493269]
g1307.7904,marbofloxacin,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7904,penicillin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7904,spectinomycin,,32.0,mg/L,MIC,CLSI,[34493269]
g1307.7904,tetracycline,,4.0,mg/L,MIC,CLSI,[34493269]
g1307.7904,tiamulin,,32.0,mg/L,MIC,CLSI,[34493269]
g1307.7904,tilmicosin,,128.0,mg/L,MIC,CLSI,[34493269]
g1307.7904,trimethoprim,,0.25,mg/L,MIC,CLSI,[34493269]
g1307.7904,tylosin,,256.0,mg/L,MIC,CLSI,[34493269]
g1307.7905,amoxicillin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7905,cefquinome,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7905,ceftiofur,,0.5,mg/L,MIC,CLSI,[34493269]
g1307.7905,doxycycline,,8.0,mg/L,MIC,CLSI,[34493269]
g1307.7905,enrofloxacin,,0.25,mg/L,MIC,CLSI,[34493269]
g1307.7905,erythromycin,,0.03,mg/L,MIC,CLSI,[34493269]
g1307.7905,florfenicol,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7905,lincomycin,,2.0,mg/L,MIC,CLSI,[34493269]
g1307.7905,marbofloxacin,,1.0,mg/L,MIC,CLSI,[34493269]
g1307.7905,penicillin,,0.06,mg/L,MIC,CLSI,[34493269]
g1307.7905,spectinomycin,,16.0,mg/L,MIC,CLSI,[34493269]
g1307.7905,tetracycline,,32.0,mg/L,MIC,CLSI,[34493269]
g1307.7905,tiamulin,,2.0,mg/L,MIC,CLSI,[34493269]
g1307.7905,tilmicosin,,4.0,mg/L,MIC,CLSI,[34493269]
g1307.7905,trimethoprim,,0.015,mg/L,MIC,CLSI,[34493269]
g1307.7905,tylosin,,0.5,mg/L,MIC,CLSI,[34493269]
