genome_id,antibiotic,call
g1307.7503,doxycycline,non-susceptible
g1307.7504,doxycycline,non-susceptible
g1307.7505,doxycycline,susceptible
g1307.7506,doxycycline,susceptible
g1307.7507,doxycycline,susceptible
g1307.7508,doxycycline,non-susceptible
g1307.7509,doxycycline,susceptible
g1307.7510,doxycycline,non-susceptible
g1307.7511,doxycycline,non-susceptible
g1307.7512,doxycycline,susceptible
g1307.7513,doxycycline,non-susceptible
g1307.7514,doxycycline,non-susceptible
g1307.7515,doxycycline,non-susceptible
g1307.7516,doxycycline,non-susceptible
g1307.7517,doxycycline,susceptible
g1307.7518,doxycycline,non-susceptible
g1307.7519,doxycycline,non-susceptible
g1307.7520,doxycycline,non-susceptible
g1307.7521,doxycycline,susceptible
g1307.7522,doxycycline,susceptible
g1307.7523,doxycycline,non-susceptible
g1307.7524,doxycycline,non-susceptible
g1307.7525,doxycycline,non-susceptible
g1307.7526,doxycycline,non-susceptible
g1307.7527,doxycycline,non-susceptible
g1307.7528,doxycycline,non-susceptible
g1307.7529,doxycycline,susceptible
g1307.7530,doxycycline,non-susceptible
g1307.7531,doxycycline,susceptible
g1307.7532,doxycycline,non-susceptible
g1307.7533,doxycycline,susceptible
g1307.7534,doxycycline,non-susceptible
g1307.7535,doxycycline,susceptible
g1307.7536,doxycycline,non-susceptible
g1307.7537,doxycycline,susceptible
g1307.7538,doxycycline,non-susceptible
g1307.7539,doxycycline,susceptible
g1307.7540,doxycycline,non-susceptible
g1307.7541,doxycycline,non-susceptible
g1307.7542,doxycycline,susceptible
g1307.7543,doxycycline,susceptible
g1307.7544,doxycycline,susceptible
g1307.7545,doxycycline,non-susceptible
g1307.7546,doxycycline,non-susceptible
g1307.7547,doxycycline,non-susceptible
g1307.7548,doxycycline,non-susceptible
g1307.7549,doxycycline,non-susceptible
g1307.7550,doxycycline,non-susceptible
g1307.7551,doxycycline,non-susceptible
g1307.7552,doxycycline,non-susceptible
g1307.7553,doxycycline,non-susceptible
g1307.7554,doxycycline,non-susceptible
g1307.7555,doxycycline,non-susceptible
g1307.7556,doxycycline,non-susceptible
g1307.7557,doxycycline,non-susceptible
g1307.7558,doxycycline,non-susceptible
g1307.7559,doxycycline,non-susceptible
g1307.7560,doxycycline,non-susceptible
g1307.7561,doxycycline,non-susceptible
g1307.7562,doxycycline,non-susceptible
g1307.7563,doxycycline,non-susceptible
g1307.7564,doxycycline,non-susceptible
g1307.7565,doxycycline,non-susceptible
g1307.7566,doxycycline,susceptible
g1307.7567,doxycycline,non-susceptible
g1307.7568,doxycycline,susceptible
g1307.7569,doxycycline,non-susceptible
g1307.7570,doxycycline,non-susceptible
g1307.7571,doxycycline,non-susceptible
g1307.7572,doxycycline,non-susceptible
g1307.7573,doxycycline,non-susceptible
g1307.7574,doxycycline,non-susceptible
g1307.7575,doxycycline,susceptible
g1307.7576,doxycycline,non-susceptible
g1307.7577,doxycycline,susceptible
g1307.7578,doxycycline,non-susceptible
g1307.7579,doxycycline,non-susceptible
g1307.7580,doxycycline,susceptible
g1307.7581,doxycycline,non-susceptible
g1307.7582,doxycycline,non-susceptible
g1307.7583,doxycycline,non-susceptible
g1307.7584,doxycycline,non-susceptible
g1307.7585,doxycycline,susceptible
g1307.7586,doxycycline,non-susceptible
g1307.7587,doxycycline,non-susceptible
g1307.7588,doxycycline,susceptible
g1307.7589,doxycycline,non-susceptible
g1307.7590,doxycycline,susceptible
g1307.7591,doxycycline,non-susceptible
g1307.7592,doxycycline,non-susceptible
g1307.7593,doxycycline,non-susceptible
g1307.7594,doxycycline,non-susceptible
g1307.7595,doxycycline,non-susceptible
g1307.7596,doxycycline,non-susceptible
g1307.7597,doxycycline,non-susceptible
g1307.7598,doxycycline,non-susceptible
g1307.7599,doxycycline,non-susceptible
g1307.7600,doxycycline,non-susceptible
g1307.7601,doxycycline,non-susceptible
g1307.7602,doxycycline,non-susceptible
g1307.7603,doxycycline,non-susceptible
g1307.7604,doxycycline,non-susceptible
g1307.7605,doxycycline,non-susceptible
g1307.7606,doxycycline,non-susceptible
g1307.7607,doxycycline,non-susceptible
g1307.7608,doxycycline,susceptible
g1307.7609,doxycycline,non-susceptible
g1307.7610,doxycycline,non-susceptible
g1307.7611,doxycycline,non-susceptible
g1307.7612,doxycycline,non-susceptible
g1307.7613,doxycycline,non-susceptible
g1307.7614,doxycycline,non-susceptible
g1307.7615,doxycycline,non-susceptible
g1307.7616,doxycycline,non-susceptible
g1307.7617,doxycycline,susceptible
g1307.7618,doxycycline,susceptible
g1307.7619,doxycycline,non-susceptible
g1307.7620,doxycycline,susceptible
g1307.7621,doxycycline,non-susceptible
g1307.7622,doxycycline,susceptible
g1307.7623,doxycycline,non-susceptible
g1307.7624,doxycycline,non-susceptible
g1307.7625,doxycycline,non-susceptible
g1307.7626,doxycycline,non-susceptible
g1307.7627,doxycycline,non-susceptible
g1307.7628,doxycycline,susceptible
g1307.7629,doxycycline,non-susceptible
g1307.7630,doxycycline,non-susceptible
g1307.7631,doxycycline,non-susceptible
g1307.7632,doxycycline,non-susceptible
g1307.7633,doxycycline,non-susceptible
g1307.7634,doxycycline,non-susceptible
g1307.7635,doxycycline,non-susceptible
g1307.7636,doxycycline,non-susceptible
g1307.7637,doxycycline,non-susceptible
g1307.7638,doxycycline,non-susceptible
g1307.7639,doxycycline,non-susceptible
g1307.7640,doxycycline,non-susceptible
g1307.7641,doxycycline,non-susceptible
g1307.7642,doxycycline,non-susceptible
g1307.7643,doxycycline,non-susceptible
g1307.7644,doxycycline,susceptible
g1307.7645,doxycycline,non-susceptible
g1307.7646,doxycycline,non-susceptible
g1307.7647,doxycycline,non-susceptible
g1307.7648,doxycycline,susceptible
g1307.7649,doxycycline,non-susceptible
g1307.7650,doxycycline,non-susceptible
g1307.7651,doxycycline,non-susceptible
g1307.7652,doxycycline,non-susceptible
g1307.7653,doxycycline,non-susceptible
g1307.7654,doxycycline,non-susceptible
g1307.7655,doxycycline,non-susceptible
g1307.7656,doxycycline,non-susceptible
g1307.7657,doxycycline,non-susceptible
g1307.7658,doxycycline,non-susceptible
g1307.7659,doxycycline,susceptible
g1307.7660,doxycycline,non-susceptible
g1307.7661,doxycycline,susceptible
g1307.7662,doxycycline,susceptible
g1307.7663,doxycycline,non-susceptible
g1307.7664,doxycycline,non-susceptible
g1307.7665,doxycycline,susceptible
g1307.7666,doxycycline,non-susceptible
g1307.7667,doxycycline,non-susceptible
g1307.7668,doxycycline,non-susceptible
g1307.7669,doxycycline,non-susceptible
g1307.7670,doxycycline,non-susceptible
g1307.7671,doxycycline,non-susceptible
g1307.7672,doxycycline,non-susceptible
g1307.7673,doxycycline,non-susceptible
g1307.7674,doxycycline,non-susceptible
g1307.7675,doxycycline,non-susceptible
g1307.7676,doxycycline,non-susceptible
g1307.7677,doxycycline,non-susceptible
g1307.7678,doxycycline,non-susceptible
g1307.7679,doxycycline,non-susceptible
g1307.7680,doxycycline,non-susceptible
g1307.7681,doxycycline,non-susceptible
g1307.7682,doxycycline,non-susceptible
g1307.7683,doxycycline,non-susceptible
g1307.7684,doxycycline,non-susceptible
g1307.7685,doxycycline,non-susceptible
g1307.7686,doxycycline,non-susceptible
g1307.7687,doxycycline,non-susceptible
g1307.7688,doxycycline,non-susceptible
g1307.7689,doxycycline,non-susceptible
g1307.7690,doxycycline,non-susceptible
g1307.7691,doxycycline,non-susceptible
g1307.7692,doxycycline,non-susceptible
g1307.7693,doxycycline,non-susceptible
g1307.7694,doxycycline,non-susceptible
g1307.7695,doxycycline,non-susceptible
g1307.7696,doxycycline,non-susceptible
g1307.7697,doxycycline,susceptible
g1307.7698,doxycycline,non-susceptible
g1307.7699,doxycycline,non-susceptible
g1307.7700,doxycycline,non-susceptible
g1307.7701,doxycycline,non-susceptible
g1307.7702,doxycycline,susceptible
g1307.7703,doxycycline,non-susceptible
g1307.7704,doxycycline,non-susceptible
g1307.7705,doxycycline,non-susceptible
g1307.7706,doxycycline,non-susceptible
g1307.7707,doxycycline,non-susceptible
g1307.7708,doxycycline,non-susceptible
g1307.7709,doxycycline,non-susceptible
g1307.7710,doxycycline,non-susceptible
g1307.7711,doxycycline,non-susceptible
g1307.7712,doxycycline,non-susceptible
g1307.7713,doxycycline,non-susceptible
g1307.7714,doxycycline,non-susceptible
g1307.7715,doxycycline,non-susceptible
g1307.7716,doxycycline,non-susceptible
g1307.7717,doxycycline,non-susceptible
g1307.7718,doxycycline,non-susceptible
g1307.7719,doxycycline,non-susceptible
g1307.7720,doxycycline,non-susceptible
g1307.7721,doxycycline,non-susceptible
g1307.7722,doxycycline,non-susceptible
g1307.7723,doxycycline,susceptible
g1307.7724,doxycycline,non-susceptible
g1307.7725,doxycycline,non-susceptible
g1307.7726,doxycycline,non-susceptible
g1307.7727,doxycycline,susceptible
g1307.7728,doxycycline,non-susceptible
g1307.7729,doxycycline,non-susceptible
g1307.7730,doxycycline,susceptible
g1307.7731,doxycycline,non-susceptible
g1307.7732,doxycycline,non-susceptible
g1307.7733,doxycycline,non-susceptible
g1307.7734,doxycycline,non-susceptible
g1307.7735,doxycycline,non-susceptible
g1307.7736,doxycycline,susceptible
g1307.7737,doxycycline,non-susceptible
g1307.7738,doxycycline,non-susceptible
g1307.7739,doxycycline,non-susceptible
g1307.7740,doxycycline,susceptible
g1307.7741,doxycycline,non-susceptible
g1307.7742,doxycycline,non-susceptible
g1307.7743,doxycycline,non-susceptible
g1307.7744,doxycycline,non-susceptible
g1307.7745,doxycycline,non-susceptible
g1307.7746,doxycycline,non-susceptible
g1307.7747,doxycycline,non-susceptible
g1307.7748,doxycycline,non-susceptible
g1307.7749,doxycycline,non-susceptible
g1307.7750,doxycycline,susceptible
g1307.7751,doxycycline,non-susceptible
g1307.7752,doxycycline,non-susceptible
g1307.7753,doxycycline,non-susceptible
g1307.7754,doxycycline,non-susceptible
g1307.7755,doxycycline,non-susceptible
g1307.7756,doxycycline,non-susceptible
g1307.7757,doxycycline,non-susceptible
g1307.7758,doxycycline,non-susceptible
g1307.7759,doxycycline,non-susceptible
g1307.7760,doxycycline,non-susceptible
g1307.7761,doxycycline,non-susceptible
g1307.7762,doxycycline,non-susceptible
g1307.7763,doxycycline,non-susceptible
g1307.7764,doxycycline,non-susceptible
g1307.7765,doxycycline,non-susceptible
g1307.7766,doxycycline,non-susceptible
g1307.7767,doxycycline,susceptible
g1307.7768,doxycycline,non-susceptible
g1307.7769,doxycycline,non-susceptible
g1307.7770,doxycycline,non-susceptible
g1307.7771,doxycycline,non-susceptible
g1307.7772,doxycycline,non-susceptible
g1307.7773,doxycycline,non-susceptible
g1307.7774,doxycycline,non-susceptible
g1307.7775,doxycycline,non-susceptible
g1307.7776,doxycycline,non-susceptible
g1307.7777,doxycycline,non-susceptible
g1307.7778,doxycycline,non-susceptible
g1307.7779,doxycycline,non-susceptible
g1307.7780,doxycycline,non-susceptible
g1307.7781,doxycycline,non-susceptible
g1307.7782,doxycycline,susceptible
g1307.7783,doxycycline,non-susceptible
g1307.7784,doxycycline,non-susceptible
g1307.7785,doxycycline,non-susceptible
g1307.7786,doxycycline,non-susceptible
g1307.7787,doxycycline,non-susceptible
g1307.7788,doxycycline,non-susceptible
g1307.7789,doxycycline,non-susceptible
g1307.7790,doxycycline,non-susceptible
g1307.7791,doxycycline,non-susceptible
g1307.7792,doxycycline,non-susceptible
g1307.7793,doxycycline,susceptible
g1307.7794,doxycycline,susceptible
g1307.7795,doxycycline,non-susceptible
g1307.7796,doxycycline,non-susceptible
g1307.7797,doxycycline,non-susceptible
g1307.7798,doxycycline,non-susceptible
g1307.7799,doxycycline,non-susceptible
g1307.7800,doxycycline,non-susceptible
g1307.7801,doxycycline,non-susceptible
g1307.7802,doxycycline,non-susceptible
g1307.7803,doxycycline,non-susceptible
g1307.7804,doxycycline,non-susceptible
g1307.7805,doxycycline,non-susceptible
g1307.7806,doxycycline,non-susceptible
g1307.7807,doxycycline,non-susceptible
g1307.7808,doxycycline,non-susceptible
g1307.7809,doxycycline,non-susceptible
g1307.7810,doxycycline,non-susceptible
g1307.7811,doxycycline,non-susceptible
g1307.7812,doxycycline,non-susceptible
g1307.7813,doxycycline,non-susceptible
g1307.7814,doxycycline,non-susceptible
g1307.7815,doxycycline,non-susceptible
g1307.7816,doxycycline,non-susceptible
g1307.7817,doxycycline,non-susceptible
g1307.7818,doxycycline,susceptible
g1307.7819,doxycycline,non-susceptible
g1307.7820,doxycycline,non-susceptible
g1307.7821,doxycycline,non-susceptible
g1307.7822,doxycycline,non-susceptible
g1307.7823,doxycycline,non-susceptible
g1307.7824,doxycycline,non-susceptible
g1307.7825,doxycycline,non-susceptible
g1307.7826,doxycycline,non-susceptible
g1307.7827,doxycycline,non-susceptible
g1307.7828,doxycycline,non-susceptible
g1307.7829,doxycycline,non-susceptible
g1307.7830,doxycycline,non-susceptible
g1307.7831,doxycycline,non-susceptible
g1307.7832,doxycycline,susceptible
g1307.7833,doxycycline,non-susceptible
g1307.7834,doxycycline,non-susceptible
g1307.7835,doxycycline,non-susceptible
g1307.7836,doxycycline,non-susceptible
g1307.7837,doxycycline,non-susceptible
g1307.7838,doxycycline,non-susceptible
g1307.7839,doxycycline,non-susceptible
g1307.7840,doxycycline,non-susceptible
g1307.7841,doxycycline,non-susceptible
g1307.7842,doxycycline,non-susceptible
g1307.7843,doxycycline,non-susceptible
g1307.7844,doxycycline,non-susceptible
g1307.7845,doxycycline,non-susceptible
g1307.7846,doxycycline,non-susceptible
g1307.7847,doxycycline,non-susceptible
g1307.7848,doxycycline,non-susceptible
g1307.7849,doxycycline,non-susceptible
g1307.7850,doxycycline,non-susceptible
g1307.7851,doxycycline,non-susceptible
g1307.7852,doxycycline,non-susceptible
g1307.7853,doxycycline,non-susceptible
g1307.7854,doxycycline,non-susceptible
g1307.7855,doxycycline,susceptible
g1307.7856,doxycycline,non-susceptible
g1307.7857,doxycycline,non-susceptible
g1307.7858,doxycycline,non-susceptible
g1307.7859,doxycycline,non-susceptible
g1307.7860,doxycycline,non-susceptible
g1307.7861,doxycycline,non-susceptible
g1307.7862,doxycycline,non-susceptible
g1307.7863,doxycycline,non-susceptible
g1307.7864,doxycycline,non-susceptible
g1307.7865,doxycycline,susceptible
g1307.7866,doxycycline,non-susceptible
g1307.7867,doxycycline,non-susceptible
g1307.7868,doxycycline,non-susceptible
g1307.7869,doxycycline,non-susceptible
g1307.7870,doxycycline,non-susceptible
g1307.7871,doxycycline,non-susceptible
g1307.7872,doxycycline,non-susceptible
g1307.7873,doxycycline,non-susceptible
g1307.7874,doxycycline,non-susceptible
g1307.7875,doxycycline,non-susceptible
g1307.7876,doxycycline,susceptible
g1307.7877,doxycycline,non-susceptible
g1307.7878,doxycycline,non-susceptible
g1307.7879,doxycycline,non-susceptible
g1307.7880,doxycycline,non-susceptible
g1307.7881,doxycycline,non-susceptible
g1307.7882,doxycycline,susceptible
g1307.7883,doxycycline,non-susceptible
g1307.7884,doxycycline,susceptible
g1307.7885,doxycycline,susceptible
g1307.7886,doxycycline,non-susceptible
g1307.7887,doxycycline,susceptible
g1307.7888,doxycycline,non-susceptible
g1307.7889,doxycycline,non-susceptible
g1307.7890,doxycycline,susceptible
g1307.7891,doxycycline,non-susceptible
g1307.7892,doxycycline,non-susceptible
g1307.7893,doxycycline,non-susceptible
g1307.7894,doxycycline,non-susceptible
g1307.7895,doxycycline,susceptible
g1307.7896,doxycycline,non-susceptible
g1307.7897,doxycycline,non-susceptible
g1307.7898,doxycycline,non-susceptible
g1307.7899,doxycycline,non-susceptible
g1307.7900,doxycycline,non-susceptible
g1307.7901,doxycycline,non-susceptible
g1307.7902,doxycycline,non-susceptible
g1307.7903,doxycycline,non-susceptible
g1307.7904,doxycycline,susceptible
g1307.7905,doxycycline,non-susceptible
g1307.7906,doxycycline,susceptible
g1307.7907,doxycycline,non-susceptible
g1307.7908,doxycycline,susceptible
g1307.7909,doxycycline,susceptible
g1307.7910,doxycycline,susceptible
g1307.7911,doxycycline,non-susceptible
g1307.7912,doxycycline,non-susceptible
g1307.7913,doxycycline,non-susceptible
g1307.7914,doxycycline,non-susceptible
g1307.7915,doxycycline,susceptible
g1307.7916,doxycycline,susceptible
g1307.7917,doxycycline,susceptible
g1307.7918,doxycycline,non-susceptible
g1307.7919,doxycycline,susceptible
g1307.7920,doxycycline,non-susceptible
g1307.7921,doxycycline,non-susceptible
g1307.7922,doxycycline,non-susceptible
g1307.7923,doxycycline,susceptible
g1307.7924,doxycycline,non-susceptible
g1307.7925,doxycycline,non-susceptible
g1307.7926,doxycycline,non-susceptible
g1307.7927,doxycycline,non-susceptible
g1307.7928,doxycycline,non-susceptible
g1307.7929,doxycycline,non-susceptible
g1307.7930,doxycycline,non-susceptible
g1307.7931,doxycycline,non-susceptible
g1307.7932,doxycycline,non-susceptible
g1307.7933,doxycycline,non-susceptible
g1307.7934,doxycycline,non-susceptible
g1307.7935,doxycycline,non-susceptible
g1307.7936,doxycycline,non-susceptible
g1307.7937,doxycycline,non-susceptible
g1307.7938,doxycycline,non-susceptible
g1307.7939,doxycycline,non-susceptible
g1307.7940,doxycycline,non-susceptible
g1307.7941,doxycycline,non-susceptible
g1307.7942,doxycycline,non-susceptible
g1307.7943,doxycycline,non-susceptible
g1307.7944,doxycycline,non-susceptible
g1307.7945,doxycycline,non-susceptible
g1307.7946,doxycycline,non-susceptible
g1307.7947,doxycycline,non-susceptible
g1307.7948,doxycycline,non-susceptible
g1307.7949,doxycycline,non-susceptible
g1307.7950,doxycycline,non-susceptible
g1307.7951,doxycycline,non-susceptible
g1307.7952,doxycycline,non-susceptible
g1307.7953,doxycycline,non-susceptible
g1307.7954,doxycycline,non-susceptible
g1307.7955,doxycycline,non-susceptible
g1307.7956,doxycycline,non-susceptible
g1307.7957,doxycycline,non-susceptible
g1307.7958,doxycycline,non-susceptible
g1307.7959,doxycycline,non-susceptible
g1307.7960,doxycycline,non-susceptible
g1307.7961,doxycycline,non-susceptible
g1307.7962,doxycycline,non-susceptible
g1307.7963,doxycycline,non-susceptible
g1307.7964,doxycycline,non-susceptible
g1307.7965,doxycycline,susceptible
g1307.7966,doxycycline,non-susceptible
g1307.7967,doxycycline,susceptible
g1307.7968,doxycycline,susceptible
g1307.7969,doxycycline,non-susceptible
g1307.7970,doxycycline,non-susceptible
g1307.7971,doxycycline,non-susceptible
g1307.7972,doxycycline,non-susceptible
g1307.7973,doxycycline,non-susceptible
g1307.7974,doxycycline,non-susceptible
g1307.7975,doxycycline,non-susceptible
g1307.7976,doxycycline,non-susceptible
g1307.7977,doxycycline,non-susceptible
g1307.7978,doxycycline,non-susceptible
g1307.7979,doxycycline,non-susceptible
g1307.7980,doxycycline,susceptible
g1307.7981,doxycycline,non-susceptible
g1307.7982,doxycycline,non-susceptible
g1307.7983,doxycycline,non-susceptible
g1307.7984,doxycycline,non-susceptible
g1307.7985,doxycycline,non-susceptible
g1307.7986,doxycycline,non-susceptible
g1307.7987,doxycycline,non-susceptible
g1307.7988,doxycycline,non-susceptible
g1307.7989,doxycycline,non-susceptible
g1307.7990,doxycycline,susceptible
g1307.7991,doxycycline,non-susceptible
g1307.7992,doxycycline,non-susceptible
g1307.7993,doxycycline,non-susceptible
g1307.7994,doxycycline,non-susceptible
g1307.7995,doxycycline,non-susceptible
g1307.7996,doxycycline,non-susceptible
g1307.7997,doxycycline,non-susceptible
g1307.7998,doxycycline,non-susceptible
g1307.7999,doxycycline,non-susceptible
g1307.8000,doxycycline,non-susceptible
g1307.8001,doxycycline,non-susceptible
g1307.8002,doxycycline,non-susceptible
g1307.8003,doxycycline,non-susceptible
g1307.8004,doxycycline,non-susceptible
g1307.8005,doxycycline,non-susceptible
g1307.8006,doxycycline,non-susceptible
g1307.8007,doxycycline,non-susceptible
g1307.8008,doxycycline,non-susceptible
g1307.8009,doxycycline,non-susceptible
g1307.8010,doxycycline,non-susceptible
g1307.8011,doxycycline,non-susceptible
g1307.8012,doxycycline,non-susceptible
g1307.8013,doxycycline,non-susceptible
g1307.8014,doxycycline,non-susceptible
g1307.8015,doxycycline,susceptible
g1307.8016,doxycycline,non-susceptible
g1307.8017,doxycycline,non-susceptible
g1307.8018,doxycycline,non-susceptible
g1307.8019,doxycycline,non-susceptible
g1307.8020,doxycycline,non-susceptible
g1307.8021,doxycycline,non-susceptible
g1307.8022,doxycycline,non-susceptible
g1307.8023,doxycycline,non-susceptible
g1307.8024,doxycycline,non-susceptible
g1307.8025,doxycycline,non-susceptible
g1307.8026,doxycycline,non-susceptible
g1307.8027,doxycycline,non-susceptible
g1307.8028,doxycycline,non-susceptible
g1307.8029,doxycycline,non-susceptible
g1307.8030,doxycycline,non-susceptible
g1307.8031,doxycycline,non-susceptible
g1307.8032,doxycycline,non-susceptible
g1307.8033,doxycycline,non-susceptible
g1307.8034,doxycycline,non-susceptible
g1307.8035,doxycycline,non-susceptible
g1307.8036,doxycycline,non-susceptible
g1307.8037,doxycycline,susceptible
g1307.8038,doxycycline,non-susceptible
g1307.8039,doxycycline,non-susceptible
g1307.8040,doxycycline,non-susceptible
g1307.8041,doxycycline,susceptible
g1307.8042,doxycycline,non-susceptible
g1307.8043,doxycycline,non-susceptible
g1307.8044,doxycycline,non-susceptible
g1307.8045,doxycycline,susceptible
g1307.8046,doxycycline,non-susceptible
g1307.8047,doxycycline,non-susceptible
g1307.8048,doxycycline,non-susceptible
g1307.8049,doxycycline,non-susceptible
g1307.8050,doxycycline,susceptible
g1307.8051,doxycycline,non-susceptible
g1307.8052,doxycycline,non-susceptible
g1307.8053,doxycycline,non-susceptible
g1307.8054,doxycycline,non-susceptible
g1307.8055,doxycycline,non-susceptible
g1307.8056,doxycycline,non-susceptible
g1307.8057,doxycycline,non-susceptible
g1307.8058,doxycycline,non-susceptible
g1307.8059,doxycycline,non-susceptible
g1307.8060,doxycycline,non-susceptible
g1307.8061,doxycycline,susceptible
g1307.8062,doxycycline,susceptible
g1307.8063,doxycycline,susceptible
g1307.8064,doxycycline,susceptible
g1307.8065,doxycycline,non-susceptible
g1307.8066,doxycycline,non-susceptible
g1307.8067,doxycycline,susceptible
g1307.8068,doxycycline,non-susceptible
g1307.8069,doxycycline,non-susceptible
g1307.8070,doxycycline,non-susceptible
g1307.8071,doxycycline,non-susceptible
g1307.8072,doxycycline,non-susceptible
g1307.8073,doxycycline,susceptible
g1307.8074,doxycycline,non-susceptible
g1307.8075,doxycycline,non-susceptible
g1307.8076,doxycycline,non-susceptible
g1307.8077,doxycycline,susceptible
g1307.8078,doxycycline,non-susceptible
g1307.8079,doxycycline,non-susceptible
g1307.8080,doxycycline,non-susceptible
g1307.8081,doxycycline,susceptible
g1307.8082,doxycycline,non-susceptible
g1307.8083,doxycycline,susceptible
g1307.8084,doxycycline,non-susceptible
g1307.8085,doxycycline,non-susceptible
g1307.8086,doxycycline,non-susceptible
g1307.8087,doxycycline,non-susceptible
g1307.8088,doxycycline,non-susceptible
g1307.8089,doxycycline,susceptible
g1307.8090,doxycycline,non-susceptible
g1307.8091,doxycycline,non-susceptible
g1307.8092,doxycycline,non-susceptible
g1307.8093,doxycycline,non-susceptible
g1307.8094,doxycycline,non-susceptible
g1307.8095,doxycycline,non-susceptible
g1307.8096,doxycycline,non-susceptible
g1307.8097,doxycycline,susceptible
g1307.8098,doxycycline,susceptible
g1307.8099,doxycycline,non-susceptible
g1307.8100,doxycycline,non-susceptible
g1307.8101,doxycycline,non-susceptible
g1307.8102,doxycycline,non-susceptible
g1307.8103,doxycycline,non-susceptible
g1307.8104,doxycycline,non-susceptible
g1307.8105,doxycycline,non-susceptible
g1307.8106,doxycycline,non-susceptible
g1307.8107,doxycycline,non-susceptible
g1307.8108,doxycycline,non-susceptible
g1307.8109,doxycycline,non-susceptible
g1307.8110,doxycycline,susceptible
g1307.8111,doxycycline,non-susceptible
g1307.8112,doxycycline,non-susceptible
g1307.8113,doxycycline,non-susceptible
g1307.8114,doxycycline,susceptible
g1307.8115,doxycycline,non-susceptible
g1307.8116,doxycycline,non-susceptible
g1307.8117,doxycycline,susceptible
g1307.8118,doxycycline,non-susceptible
g1307.8119,doxycycline,non-susceptible
g1307.8120,doxycycline,susceptible
g1307.8121,doxycycline,susceptible
g1307.8122,doxycycline,non-susceptible
g1307.8123,doxycycline,non-susceptible
g1307.8124,doxycycline,non-susceptible
g1307.8125,doxycycline,non-susceptible
g1307.8126,doxycycline,non-susceptible
g1307.8127,doxycycline,non-susceptible
g1307.8128,doxycycline,non-susceptible
g1307.8129,doxycycline,non-susceptible
g1307.8130,doxycycline,susceptible
g1307.8131,doxycycline,susceptible
g1307.8132,doxycycline,susceptible
g1307.8133,doxycycline,non-susceptible
g1307.8134,doxycycline,non-susceptible
g1307.8135,doxycycline,non-susceptible
g1307.8136,doxycycline,non-susceptible
g1307.8137,doxycycline,susceptible
g1307.8138,doxycycline,non-susceptible
g1307.8139,doxycycline,non-susceptible
g1307.8140,doxycycline,non-susceptible
g1307.8141,doxycycline,non-susceptible
g1307.8142,doxycycline,non-susceptible
g1307.8143,doxycycline,non-susceptible
g1307.8144,doxycycline,non-susceptible
g1307.8145,doxycycline,non-susceptible
g1307.8146,doxycycline,non-susceptible
g1307.8147,doxycycline,non-susceptible
g1307.8148,doxycycline,non-susceptible
g1307.8149,doxycycline,non-susceptible
g1307.8150,doxycycline,non-susceptible
g1307.8151,doxycycline,susceptible
g1307.8152,doxycycline,non-susceptible
g1307.8153,doxycycline,susceptible
g1307.8154,doxycycline,non-susceptible
g1307.8155,doxycycline,non-susceptible
g1307.8156,doxycycline,susceptible
g1307.8157,doxycycline,non-susceptible
g1307.8158,doxycycline,susceptible
g1307.8159,doxycycline,susceptible
g1307.8160,doxycycline,non-susceptible
g1307.8161,doxycycline,non-susceptible
g1307.8162,doxycycline,non-susceptible
g1307.8163,doxycycline,non-susceptible
g1307.8164,doxycycline,non-susceptible
g1307.8165,doxycycline,non-susceptible
g1307.8166,doxycycline,non-susceptible
g1307.8167,doxycycline,non-susceptible
g1307.8168,doxycycline,non-susceptible
g1307.8169,doxycycline,non-susceptible
g1307.8170,doxycycline,non-susceptible
g1307.8171,doxycycline,non-susceptible
g1307.8172,doxycycline,non-susceptible
g1307.8173,doxycycline,non-susceptible
g1307.8174,doxycycline,non-susceptible
g1307.8175,doxycycline,non-susceptible
g1307.8176,doxycycline,non-susceptible
g1307.8177,doxycycline,non-susceptible
g1307.8178,doxycycline,non-susceptible
g1307.8179,doxycycline,non-susceptible
g1307.7503,tetracycline,non-susceptible
g1307.7504,tetracycline,non-susceptible
g1307.7505,tetracycline,susceptible
g1307.7506,tetracycline,susceptible
g1307.7507,tetracycline,susceptible
g1307.7508,tetracycline,non-susceptible
g1307.7509,tetracycline,susceptible
g1307.7510,tetracycline,non-susceptible
g1307.7511,tetracycline,non-susceptible
g1307.7512,tetracycline,susceptible
g1307.7513,tetracycline,non-susceptible
g1307.7514,tetracycline,non-susceptible
g1307.7515,tetracycline,non-susceptible
g1307.7516,tetracycline,non-susceptible
g1307.7517,tetracycline,susceptible
g1307.7518,tetracycline,non-susceptible
g1307.7519,tetracycline,non-susceptible
g1307.7520,tetracycline,non-susceptible
g1307.7521,tetracycline,susceptible
g1307.7522,tetracycline,susceptible
g1307.7523,tetracycline,non-susceptible
g1307.7524,tetracycline,non-susceptible
g1307.7525,tetracycline,non-susceptible
g1307.7526,tetracycline,non-susceptible
g1307.7527,tetracycline,non-susceptible
g1307.7528,tetracycline,non-susceptible
g1307.7529,tetracycline,susceptible
g1307.7530,tetracycline,non-susceptible
g1307.7531,tetracycline,susceptible
g1307.7532,tetracycline,non-susceptible
g1307.7533,tetracycline,susceptible
g1307.7534,tetracycline,non-susceptible
g1307.7535,tetracycline,susceptible
g1307.7536,tetracycline,non-susceptible
